FCN,Offense,Analyst,Sufficiency,Anatomical source,AFIS system,AFIS Result,Verified by
FCN: 2018-14663,Aggravated Robbery (Deadly Weapon),Gail,NV,,,,
,,,NAQ,FP,Not Entered,,
,,,NAQ,FP,Not Entered,,
,,,NAQ,FP,Not Entered,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,NV,,,,
FCN: 2018-14664,Robbery,Stacie,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-14667,Aggravated Robbery (Deadly Weapon),Stacie,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,PP,NEC,No Hit,
,,,,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,Stacie,,,,,
FCN: 2018-14668,Engaging In Organized Crime,DJ,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,NV,,,,
,,,AQ,PP,NGI,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,DJ,,,,,
FCN: 2018-14669,Burglary,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-14670,Burglary Building Night,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,,,
FCN: 2018-14671,Burglary Habitation Night,Sandy,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2018-14715,Burglary Habitation,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,,,
FCN: 2018-14723,Outside Case For Auto Theft (Recovered Inside City,Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-14724,Investigation For Auto Theft,Starla,NV,,,,
,,,NV,,,,
FCN: 2018-14728,Burglary Motor Vehicle (Contents/Not-Part),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-14730,Aggravated Robbery (Deadly Weapon),DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
FCN: 2018-14731,Auto Theft (Auto/Car not Truck),Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-14732,Investigation For Auto Theft,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-14781,Aggravated Robbery (Deadly Weapon),Gail,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-14812,Aggravated Robbery (Deadly Weapon),Gail,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,PP,NEC,No Hit,
,,,,PP,NGI,No Hit,
,,,,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NAQ,FP,Not Entered,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-14858,Burglary Building,Stacie,NV,,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-14910,Attempted Auto Theft,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-14911,Auto Theft (Auto/Car not Truck),Starla,NV,,,,
FCN: 2018-14916,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
FCN: 2018-14919,Burglary Habitation,Stacie,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,,IMP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,JNT,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-14920,Investigation For Auto Theft,Gail,NV,,,,
,,,NV,,,,
FCN: 2018-14947,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-14950,Aggravated Robbery (Deadly Weapon),Gail,NRD,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NRD,,,,
FCN: 2018-14954,Aggravated Robbery (Deadly Weapon),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,,,
,,,NAQ,FP,,,
,,,NV,,,,
FCN: 2018-14961,Burglary Habitation,Stacie,NV,,,,
,,,NV,,,,
FCN: 2018-14962,Burglary Habitation,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-14964,Burglary Habitation Day,Sandy,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-14975,Capital Murder,Brenda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,Brenda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,,,,,
FCN: 2018-14976,Murder,Brenda,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15021,Theft - Bicycle,Gail,NV,,,,
,,,NV,,,,
FCN: 2018-15034,Auto Theft (Truck/Van),Stacie,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15040,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-15058,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15059,Aggravated Robbery (Deadly Weapon),Brenda,NV,,,,
FCN: 2018-15068,Assault - (On Police Officer) by Firearm,Becky,NV,,,,
,,,NV,,,,
FCN: 2018-15076,Burglary Habitation,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15122,Aggravated Robbery (Deadly Weapon),Becky,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
FCN: 2018-15123,Burglary Building,Becky,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-15126,Aggravated Robbery (Deadly Weapon),Brenda,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
FCN: 2018-15130,Burglary Habitation,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-15133,Burglary Habitation,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15173,Burglary Habitation,Becky,NV,,,,
,,,NV,,,,
FCN: 2018-15184,Aggravated Assault (Deadly Weapon),Vickie,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
FCN: 2018-15237,Outside Case For Auto Theft (Recovered Inside City,Stacie,NV,,,,
,,,NAQ,FP,,,
,,,,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15238,Burglary Building,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15239,Burglary Habitation,Becky,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,Becky,,,,,
FCN: 2018-15240,Burglary Motor Vehicle (Contents/Not-Part),Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-15248,Aggravated Assault D.W. (FV) Or (GC),Brenda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
FCN: 2018-15280,Auto Theft (Truck/Van),Stacie,NV,,,,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15283,Burglary Building,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-15284,Aggravated Robbery (Deadly Weapon),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15310,Auto Theft (Truck/Van),Stacie,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
FCN: 2018-15312,Burglary Motor Vehicle (Contents/Not-Part),Stacie,NV,,,,
FCN: 2018-15320,Burglary Habitation,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15393,Burglary Building,Sandy,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-15425,Aggravated Robbery (Deadly Weapon),DJ,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,PP,NEC,No Hit,
,,,,PP,NGI,No Hit,
FCN: 2018-15427,Aggravated Robbery (Deadly Weapon),Gail,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,,,Not Entered,,
FCN: 2018-15434,Aggravated Robbery (Deadly Weapon),David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15437,Burglary Habitation,Gail,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15440,Burglary Habitation,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-15544,Murder,Stacie,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15584,Murder,Sandy,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2018-15683,Aggravated Robbery (Deadly Weapon),David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15694,Burglary Habitation,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-15695,Burglary Habitation,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-15723,Aggravated Robbery (Deadly Weapon),David,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,IMP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
FCN: 2018-15744,Kidnapping,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NAQ,PP,,,
,,,NV,,,,
FCN: 2018-15792,Burglary Habitation,DJ,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-15802,Murder,David,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15843,Burglary Habitation,DJ,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-15845,Burglary Habitation,DJ,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-15858,Burglary Building Night,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NAQ,,,,
FCN: 2018-15905,Burglary Building,Vickie,NV,,,,
FCN: 2018-15906,Aggravated Robbery (Deadly Weapon),Gail,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-15914,Death Due To Traffic Accident,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2018-15917,Aggravated Robbery (Deadly Weapon),Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NRD,,,,
FCN: 2018-15919,Investigation - Burglary and Theft (B&T),Vickie,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-16073,Theft - From Motor Vehic (Accessory/Parts),Gail,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-16080,Auto Theft (Auto/Car not Truck),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-16121,Burglary Building,Cassaundra,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-16153,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-16156,Burglary Habitation,Becky,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2018-16157,Aggravated Robbery (Deadly Weapon),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2018-16162,Burglary Habitation,Stacie,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-16164,Aggravated Robbery (Deadly Weapon),Stacie,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NAQ,PP,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-16165,Aggravated Robbery (Deadly Weapon),Becky,AQ,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
FCN: 2018-16202,Criminal Mischief (Reckless Damage) < $1500,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2018-16203,Burglary Habitation,Sandy,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
